content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Sangat lah bermanfaat bagi keluarga kecil kami untuk berpergian jauh mau pun dekat,dgn kami menggunakan transportasi maxim kami merasa lebih nyaman dan lbih terjangkau,kami memang blm pernah ke mna mana tp kami yakin dgn kenyaman transportasi maxim dan jg tarif yang di bayar pun juga sangat murah dan terjangkau apa lagi kami tergolong keluarga pas passan,dan kami yakin layanan ini semakin maju untuk melayani kami dan orang orang terdekat kami,tetap jaya untuk kedepan nya smoga bermanfaat🙏👍👌💪",5,Positif,sangat lah bermanfaat bagi keluarga kecil kami untuk berpergian jauh mau pun dekatdgn kami menggunakan transportasi maxim kami merasa lebih nyaman dan lbih terjangkaukami memang blm pernah ke mna mana tp kami yakin dgn kenyaman transportasi maxim dan jg tarif yang di bayar pun juga sangat murah dan terjangkau apa lagi kami tergolong keluarga pas passandan kami yakin layanan ini semakin maju untuk melayani kami dan orang orang terdekat kamitetap jaya untuk kedepan nya smoga bermanfaat,bermanfaat keluarga berpergian dekatdgn transportasi maxim nyaman lbih terjangkaukami blm mna tp dgn kenyaman transportasi maxim jg tarif bayar murah terjangkau tergolong keluarga pas passandan layanan maju melayani orang orang terdekat kamitetap jaya kedepan nya smoga bermanfaat,"['bermanfaat', 'keluarga', 'berpergian', 'dekatdgn', 'transportasi', 'maxim', 'nyaman', 'lbih', 'terjangkaukami', 'blm', 'mna', 'tp', 'dgn', 'kenyaman', 'transportasi', 'maxim', 'jg', 'tarif', 'bayar', 'murah', 'terjangkau', 'tergolong', 'keluarga', 'pas', 'passandan', 'layanan', 'maju', 'melayani', 'orang', 'orang', 'terdekat', 'kamitetap', 'jaya', 'kedepan', 'nya', 'smoga', 'bermanfaat']",manfaat keluarga pergi dekatdgn transportasi maxim nyaman lbih terjangkaukami blm mna tp dgn kenyam transportasi maxim jg tarif bayar murah jangkau golong keluarga pas passandan layan maju layan orang orang dekat kamitetap jaya depan nya smoga manfaat
"Gatau ya akhir² ini driver nya pada nyebelin, belum nyampe tapi keterangan nya udah nyampe, ntah sengaja atau apa saya harus nunggu lama sampe kena biaya tambahan Pernah juga kena omel driver karena salah arah, padahal dia megang maps",4,Positif,gatau ya akhir ini driver nya pada nyebelin belum nyampe tapi keterangan nya udah nyampe ntah sengaja atau apa saya harus nunggu lama sampe kena biaya tambahan pernah juga kena omel driver karena salah arah padahal dia megang maps,gatau ya driver nya nyebelin nyampe keterangan nya udah nyampe ntah sengaja nunggu sampe kena biaya tambahan kena omel driver salah arah megang maps,"['gatau', 'ya', 'driver', 'nya', 'nyebelin', 'nyampe', 'keterangan', 'nya', 'udah', 'nyampe', 'ntah', 'sengaja', 'nunggu', 'sampe', 'kena', 'biaya', 'tambahan', 'kena', 'omel', 'driver', 'salah', 'arah', 'megang', 'maps']",gatau ya driver nya nyebelin nyampe terang nya udah nyampe ntah sengaja nunggu sampe kena biaya tambah kena omel driver salah arah megang maps
"Parah nih aplikasi. Bolak balik install unistall, tp gak ada solusi. Kasihan drivernya, kita mau order, apps gak support",1,Negatif,parah nih aplikasi bolak balik install unistall tp gak ada solusi kasihan drivernya kita mau order apps gak support,parah nih aplikasi bolak install unistall tp gak solusi kasihan drivernya order apps gak support,"['parah', 'nih', 'aplikasi', 'bolak', 'install', 'unistall', 'tp', 'gak', 'solusi', 'kasihan', 'drivernya', 'order', 'apps', 'gak', 'support']",parah nih aplikasi bolak install unistall tp gak solusi kasihan drivernya order apps gak support
Kak tolong dong maps nya.di samain seperti di google biar lebih mudah membuat titik.soale sering banget salah titik.cari toko aja banyak yang gak terlihat d maps ini.makasih,5,Positif,kak tolong dong maps nyadi samain seperti di google biar lebih mudah membuat titiksoale sering banget salah titikcari toko aja banyak yang gak terlihat d maps inimakasih,kak tolong maps nyadi samain google biar mudah titiksoale banget salah titikcari toko aja gak d maps inimakasih,"['kak', 'tolong', 'maps', 'nyadi', 'samain', 'google', 'biar', 'mudah', 'titiksoale', 'banget', 'salah', 'titikcari', 'toko', 'aja', 'gak', 'd', 'maps', 'inimakasih']",kak tolong maps nyadi samain google biar mudah titiksoale banget salah titikcari toko aja gak d maps inimakasih
Aplikasi ga berguna banget. Udh 2x begitu sampai titik tujuan harganya berubah sendiri menjadi lebih mahal!!,1,Negatif,aplikasi ga berguna banget udh x begitu sampai titik tujuan harganya berubah sendiri menjadi lebih mahal,aplikasi ga berguna banget udh x titik tujuan harganya berubah mahal,"['aplikasi', 'ga', 'berguna', 'banget', 'udh', 'x', 'titik', 'tujuan', 'harganya', 'berubah', 'mahal']",aplikasi ga guna banget udh x titik tuju harga ubah mahal
"Maxim ini kenapa, pas dibuka ada tulisan ""sumber mengalami kerusakan"" , padahal sudah saya install ulang ,tp masih saja seperti itu",1,Negatif,maxim ini kenapa pas dibuka ada tulisan sumber mengalami kerusakan  padahal sudah saya install ulang tp masih saja seperti itu,maxim pas dibuka tulisan sumber mengalami kerusakan install ulang tp,"['maxim', 'pas', 'dibuka', 'tulisan', 'sumber', 'mengalami', 'kerusakan', 'install', 'ulang', 'tp']",maxim pas buka tulis sumber alami rusa install ulang tp
"Suka susah buat lokasi penjemputan, padahal udah sengaja di buat alamat tersimpan. Di buat manual juga nggak bisa",2,Negatif,suka susah buat lokasi penjemputan padahal udah sengaja di buat alamat tersimpan di buat manual juga nggak bisa,suka susah lokasi penjemputan udah sengaja alamat tersimpan manual nggak,"['suka', 'susah', 'lokasi', 'penjemputan', 'udah', 'sengaja', 'alamat', 'tersimpan', 'manual', 'nggak']",suka susah lokasi jemput udah sengaja alamat simpan manual nggak
"nemu driver aneh2 mulu, udah banyak lama tiba2 dicancel, gatau org lagi buru2 kesiangan, bukan sekali duakali, iyapun dapet driver m3sum , gajelas!!",1,Negatif,nemu driver aneh mulu udah banyak lama tiba dicancel gatau org lagi buru kesiangan bukan sekali duakali iyapun dapet driver msum  gajelas,nemu driver aneh mulu udah dicancel gatau org buru kesiangan duakali iyapun dapet driver msum gajelas,"['nemu', 'driver', 'aneh', 'mulu', 'udah', 'dicancel', 'gatau', 'org', 'buru', 'kesiangan', 'duakali', 'iyapun', 'dapet', 'driver', 'msum', 'gajelas']",nemu driver aneh mulu udah dicancel gatau org buru siang duakali iya dapet driver msum gajelas
Knp ya waktu mau pasang aplikasi maxim selalu ada kerusakan. Disuruh instal udah diinstal berkali2 ttp aja gk bisa. Apa mungkin ada gangguan tp klau gangguan knp terus menerus,4,Positif,knp ya waktu mau pasang aplikasi maxim selalu ada kerusakan disuruh instal udah diinstal berkali ttp aja gk bisa apa mungkin ada gangguan tp klau gangguan knp terus menerus,knp ya pasang aplikasi maxim kerusakan disuruh instal udah diinstal berkali ttp aja gk gangguan tp klau gangguan knp menerus,"['knp', 'ya', 'pasang', 'aplikasi', 'maxim', 'kerusakan', 'disuruh', 'instal', 'udah', 'diinstal', 'berkali', 'ttp', 'aja', 'gk', 'gangguan', 'tp', 'klau', 'gangguan', 'knp', 'menerus']",knp ya pasang aplikasi maxim rusa suruh instal udah diinstal kali ttp aja gk ganggu tp klau ganggu knp terus
"Murah sih,tapi harus lebih di perbaiki lagi,msak untuk nge cancel gak bisa,orderan tanpa alamat pun kalau gk sengaja tekan memesan langsung jadi,udh tekan batal berkali"" jga gak bisa..lebih diperbaiki lagi kedepannya y🙏🙏",1,Negatif,murah sihtapi harus lebih di perbaiki lagimsak untuk nge cancel gak bisaorderan tanpa alamat pun kalau gk sengaja tekan memesan langsung jadiudh tekan batal berkali jga gak bisalebih diperbaiki lagi kedepannya y,murah sihtapi perbaiki lagimsak nge cancel gak bisaorderan alamat gk sengaja tekan memesan langsung jadiudh tekan batal berkali jga gak bisalebih diperbaiki kedepannya y,"['murah', 'sihtapi', 'perbaiki', 'lagimsak', 'nge', 'cancel', 'gak', 'bisaorderan', 'alamat', 'gk', 'sengaja', 'tekan', 'memesan', 'langsung', 'jadiudh', 'tekan', 'batal', 'berkali', 'jga', 'gak', 'bisalebih', 'diperbaiki', 'kedepannya', 'y']",murah sihtapi baik lagimsak nge cancel gak bisaorderan alamat gk sengaja tekan mes langsung jadiudh tekan batal kali jga gak bisalebih baik depan y
"Ini kenapa aplikasi nya gak mau di buka""sumber mengalami kerusakan, untuk melakukan pekerjaan, anda perlu memasang ulang aplikasi"" tapi tetap aja udah instal ulang berapa kali tetap sana",1,Negatif,ini kenapa aplikasi nya gak mau di bukasumber mengalami kerusakan untuk melakukan pekerjaan anda perlu memasang ulang aplikasi tapi tetap aja udah instal ulang berapa kali tetap sana,aplikasi nya gak bukasumber mengalami kerusakan pekerjaan memasang ulang aplikasi aja udah instal ulang kali,"['aplikasi', 'nya', 'gak', 'bukasumber', 'mengalami', 'kerusakan', 'pekerjaan', 'memasang', 'ulang', 'aplikasi', 'aja', 'udah', 'instal', 'ulang', 'kali']",aplikasi nya gak bukasumber alami rusa kerja pasang ulang aplikasi aja udah instal ulang kali
"Murah sih murah tp minggu2 ini tyap mau buka app ini selalu ada tulisan mengalami kerusakan silahkan reinstal tp udah di instal smp copot pemasangan trs di instal lagi t2p aja ga bisa buka app ini,ribet bgt dech ah",2,Negatif,murah sih murah tp minggu ini tyap mau buka app ini selalu ada tulisan mengalami kerusakan silahkan reinstal tp udah di instal smp copot pemasangan trs di instal lagi tp aja ga bisa buka app iniribet bgt dech ah,murah sih murah tp minggu tyap buka app tulisan mengalami kerusakan silahkan reinstal tp udah instal smp copot pemasangan trs instal tp aja ga buka app iniribet bgt dech ah,"['murah', 'sih', 'murah', 'tp', 'minggu', 'tyap', 'buka', 'app', 'tulisan', 'mengalami', 'kerusakan', 'silahkan', 'reinstal', 'tp', 'udah', 'instal', 'smp', 'copot', 'pemasangan', 'trs', 'instal', 'tp', 'aja', 'ga', 'buka', 'app', 'iniribet', 'bgt', 'dech', 'ah']",murah sih murah tp minggu tyap buka app tulis alami rusa silah reinstal tp udah instal smp copot pasang trs instal tp aja ga buka app iniribet bgt dech ah
"Ulasan sebelumnya saya hapus dan bintangnya saya ubah jadi dua. Saya gabisa pake aplikasinya setelah diupgrade, selalu ada notif ""sumber mengalami kerusakan"" diminta untuk uninstall aplikasi dan install kembali. Tapi tetap saja, saya gabisa pake aplikasinya. Suda saya coba berkali-kali tetap saja, dan ketika saya coba install aplikasinya dihape lain bisa, tapi dihape saya gabisa. Mohon diperbaiki lagi sistem aplikasinya. Karena sangat membantu saya untuk bepergian kemana saja.",2,Negatif,ulasan sebelumnya saya hapus dan bintangnya saya ubah jadi dua saya gabisa pake aplikasinya setelah diupgrade selalu ada notif sumber mengalami kerusakan diminta untuk uninstall aplikasi dan install kembali tapi tetap saja saya gabisa pake aplikasinya suda saya coba berkalikali tetap saja dan ketika saya coba install aplikasinya dihape lain bisa tapi dihape saya gabisa mohon diperbaiki lagi sistem aplikasinya karena sangat membantu saya untuk bepergian kemana saja,ulasan hapus bintangnya ubah gabisa pake aplikasinya diupgrade notif sumber mengalami kerusakan uninstall aplikasi install gabisa pake aplikasinya suda coba berkalikali coba install aplikasinya dihape dihape gabisa mohon diperbaiki sistem aplikasinya membantu bepergian kemana,"['ulasan', 'hapus', 'bintangnya', 'ubah', 'gabisa', 'pake', 'aplikasinya', 'diupgrade', 'notif', 'sumber', 'mengalami', 'kerusakan', 'uninstall', 'aplikasi', 'install', 'gabisa', 'pake', 'aplikasinya', 'suda', 'coba', 'berkalikali', 'coba', 'install', 'aplikasinya', 'dihape', 'dihape', 'gabisa', 'mohon', 'diperbaiki', 'sistem', 'aplikasinya', 'membantu', 'bepergian', 'kemana']",ulas hapus bintang ubah gabisa pake aplikasi diupgrade notif sumber alami rusa uninstall aplikasi install gabisa pake aplikasi suda coba berkalikali coba install aplikasi dihape dihape gabisa mohon baik sistem aplikasi bantu pergi mana
"Makin kacau aja ni apk, gak bisa kalo lagi LAPER nihh. Pdhl apk nya menarik dg ongkir yg tdk terlalu mahal, bahkan nambah hrga tertinggi 2rb/3rb untuk ongkospun msh gk akan rugi gtu. TAPI kinerja dari masing masing driver,KURANG dlm mengambil orderan customer wkwk. Udh dehh BYE MAXIM🙂",1,Negatif,makin kacau aja ni apk gak bisa kalo lagi laper nihh pdhl apk nya menarik dg ongkir yg tdk terlalu mahal bahkan nambah hrga tertinggi rbrb untuk ongkospun msh gk akan rugi gtu tapi kinerja dari masing masing driverkurang dlm mengambil orderan customer wkwk udh dehh bye maxim,kacau aja ni apk gak kalo laper nihh pdhl apk nya menarik dg ongkir yg tdk mahal nambah hrga tertinggi rbrb ongkospun msh gk rugi gtu kinerja driverkurang dlm mengambil orderan customer wkwk udh dehh bye maxim,"['kacau', 'aja', 'ni', 'apk', 'gak', 'kalo', 'laper', 'nihh', 'pdhl', 'apk', 'nya', 'menarik', 'dg', 'ongkir', 'yg', 'tdk', 'mahal', 'nambah', 'hrga', 'tertinggi', 'rbrb', 'ongkospun', 'msh', 'gk', 'rugi', 'gtu', 'kinerja', 'driverkurang', 'dlm', 'mengambil', 'orderan', 'customer', 'wkwk', 'udh', 'dehh', 'bye', 'maxim']",kacau aja ni apk gak kalo laper nihh pdhl apk nya tarik dg ongkir yg tdk mahal nambah hrga tinggi rbrb ongkos msh gk rugi gtu kerja driverkurang dlm ambil order customer wkwk udh dehh bye maxim
Dari kapan hari disuruh keplaystore udah di uninstall terus download lagi masih saja tidak bisa dipakai.,1,Negatif,dari kapan hari disuruh keplaystore udah di uninstall terus download lagi masih saja tidak bisa dipakai,disuruh keplaystore udah uninstall download dipakai,"['disuruh', 'keplaystore', 'udah', 'uninstall', 'download', 'dipakai']",suruh keplaystore udah uninstall download pakai
"kenapa tiba² aplikasi tdk bisa digunakan,malah tertulis aplikasi anda mengalami kerusakan...sudah aku coba di uninstal lalu instal ulang lagi...tp tetap gak bisa digunakan....sayang pdhal aplikasinya bermanfaat sekali untukku...tolong segera diperbaiki yaa...",2,Negatif,kenapa tiba aplikasi tdk bisa digunakanmalah tertulis aplikasi anda mengalami kerusakansudah aku coba di uninstal lalu instal ulang lagitp tetap gak bisa digunakansayang pdhal aplikasinya bermanfaat sekali untukkutolong segera diperbaiki yaa,aplikasi tdk digunakanmalah tertulis aplikasi mengalami kerusakansudah coba uninstal instal ulang lagitp gak digunakansayang pdhal aplikasinya bermanfaat untukkutolong diperbaiki yaa,"['aplikasi', 'tdk', 'digunakanmalah', 'tertulis', 'aplikasi', 'mengalami', 'kerusakansudah', 'coba', 'uninstal', 'instal', 'ulang', 'lagitp', 'gak', 'digunakansayang', 'pdhal', 'aplikasinya', 'bermanfaat', 'untukkutolong', 'diperbaiki', 'yaa']",aplikasi tdk digunakanmalah tulis aplikasi alami kerusakansudah coba uninstal instal ulang lagitp gak digunakansayang pdhal aplikasi manfaat untukkutolong baik yaa
"Setelah sekian lama memakai maxim...akhirnya nyerah dan uninstal...karena selalu muncul ""sumber mengalami kerusakan dsb"" meskipun berulang kali mencoba reinstall..",1,Negatif,setelah sekian lama memakai maximakhirnya nyerah dan uninstalkarena selalu muncul sumber mengalami kerusakan dsb meskipun berulang kali mencoba reinstall,sekian memakai maximakhirnya nyerah uninstalkarena muncul sumber mengalami kerusakan dsb berulang kali mencoba reinstall,"['sekian', 'memakai', 'maximakhirnya', 'nyerah', 'uninstalkarena', 'muncul', 'sumber', 'mengalami', 'kerusakan', 'dsb', 'berulang', 'kali', 'mencoba', 'reinstall']",sekian pakai maximakhirnya nyerah uninstalkarena muncul sumber alami rusa dsb ulang kali coba reinstall
"Maaf ya, udh sebulan an maximnya sepertinya ada trouble, setiap dibuka muncul tulisan ""sumber mengalami kerusakan"" semoga cepat bisa digunakan kembali🙏",1,Negatif,maaf ya udh sebulan an maximnya sepertinya ada trouble setiap dibuka muncul tulisan sumber mengalami kerusakan semoga cepat bisa digunakan kembali,maaf ya udh sebulan an maximnya trouble dibuka muncul tulisan sumber mengalami kerusakan semoga cepat,"['maaf', 'ya', 'udh', 'sebulan', 'an', 'maximnya', 'trouble', 'dibuka', 'muncul', 'tulisan', 'sumber', 'mengalami', 'kerusakan', 'semoga', 'cepat']",maaf ya udh bulan an maximnya trouble buka muncul tulis sumber alami rusa moga cepat
tampilannya enak dna simple. tapi entah knp kesannya jadul. coba pertahankan simple nya tapi kekinian,4,Positif,tampilannya enak dna simple tapi entah knp kesannya jadul coba pertahankan simple nya tapi kekinian,tampilannya enak dna simple knp kesannya jadul coba pertahankan simple nya kekinian,"['tampilannya', 'enak', 'dna', 'simple', 'knp', 'kesannya', 'jadul', 'coba', 'pertahankan', 'simple', 'nya', 'kekinian']",tampil enak dna simple knp kesan jadul coba tahan simple nya kini
"kok gak bisa dibuka ya, tulisannya ""resources corrupted. please reinstall the app to be able to use it again"", udah d hapus dan install ulang tapi tetep aja begitu",2,Negatif,kok gak bisa dibuka ya tulisannya resources corrupted please reinstall the app to be able to use it again udah d hapus dan install ulang tapi tetep aja begitu,gak dibuka ya tulisannya resources corrupted please reinstall the app to be able to use it again udah d hapus install ulang tetep aja,"['gak', 'dibuka', 'ya', 'tulisannya', 'resources', 'corrupted', 'please', 'reinstall', 'the', 'app', 'to', 'be', 'able', 'to', 'use', 'it', 'again', 'udah', 'd', 'hapus', 'install', 'ulang', 'tetep', 'aja']",gak buka ya tulis resources corrupted please reinstall the app to be able to use it again udah d hapus install ulang tetep aja
Saya kecewa sekali krn tdk bisa menggunakan aplikasi ini krn ada kerusakan dan sdh berkali2 diinstal ulang tetap saja tdk bisa mohon segera diperbaiki,1,Negatif,saya kecewa sekali krn tdk bisa menggunakan aplikasi ini krn ada kerusakan dan sdh berkali diinstal ulang tetap saja tdk bisa mohon segera diperbaiki,kecewa krn tdk aplikasi krn kerusakan sdh berkali diinstal ulang tdk mohon diperbaiki,"['kecewa', 'krn', 'tdk', 'aplikasi', 'krn', 'kerusakan', 'sdh', 'berkali', 'diinstal', 'ulang', 'tdk', 'mohon', 'diperbaiki']",kecewa krn tdk aplikasi krn rusa sdh kali diinstal ulang tdk mohon baik
"Ini aplikasinya masih berfungsi gak sih? Udah sebulan ini (selama bulan April) setiap dibuka gak bisa, keterangan aplikasi mengalami kerusakan, udah uninstall / install tetap aja gak bisa dipakai.",1,Negatif,ini aplikasinya masih berfungsi gak sih udah sebulan ini selama bulan april setiap dibuka gak bisa keterangan aplikasi mengalami kerusakan udah uninstall  install tetap aja gak bisa dipakai,aplikasinya berfungsi gak sih udah sebulan april dibuka gak keterangan aplikasi mengalami kerusakan udah uninstall install aja gak dipakai,"['aplikasinya', 'berfungsi', 'gak', 'sih', 'udah', 'sebulan', 'april', 'dibuka', 'gak', 'keterangan', 'aplikasi', 'mengalami', 'kerusakan', 'udah', 'uninstall', 'install', 'aja', 'gak', 'dipakai']",aplikasi fungsi gak sih udah bulan april buka gak terang aplikasi alami rusa udah uninstall install aja gak pakai
