content,score,Label
Malah kalo di buka suruh balik ke play store aplikasi rusak tapi di download ga bisa juga masih sama ini aplikasi ngincer download nya aja kali ya kok bobrok banget,1,Negatif
"Sudah di instal ulang berkali-kali tetap aja tidak bisa masuk tulisannya rusak, parah deh, tolong dong devlop solusinya gimana itu, kadang juga masuk sudh order tpi ngak bisa liat drivernya sdh di titik mana & chatnya juga gk bisa diliat 🤔",1,Negatif
Pantes harga murah sih. Kualitasnya kurang. Titik lokasi ga sesuai jadi waktu tunggu gratis habis karena drivernya sering nyasar. Mau order juga ga bisa karena titik lokasi penjemputannya ga bisa dipilih padahal pas awal2 masih bisa. D,2,Negatif
Aplikasi ribet dikala sangat dibutuhkan ..setiap aplikasi mau digunakan selalu da tulisan sumber mengalami kerusakan berkali2 di instal ga bisa..sebell bgt,1,Negatif
Gk bisa di download... suruh download.ulang tapi saya coba berkali2 tetep kayak awal.. knp ya ? Tolong d perbaiki,1,Negatif
"Kenapa pas mau buka apk nya ga bisa terus ad tulisan sumber mengalami kerusakan dan di suruh instal ulang,udah beberapa kli tetep aja ga bisa tolong ya perbaiki lagi saya ingin pergi kemana"" ga bisa tolong banget perbaiki lagi jagan sampe terjadi lagi udah capek bolak balik googel play tapi masih tetep ga bisa di buka",1,Negatif
"Apa aplikasi tidak bagus, padahal saya dekat sama lokasi bayarnya engak masuk akal sampai 60 rb Padahal 11 rb. Tidak bagus",2,Negatif
"Harga murah tapii order sulit, mending dimahalin yg penting ga ribet, inii ribet bangeet, harga ga sesuai aplikasi, titik jemput tidak pernah tepat 👎🏼👎🏼👎🏼👎🏼",1,Negatif
"Apk tidak bisa di pakai, Dulu saya sudah berlangganan Setiap pulang sekolah sesalu naik maxim, Saat saya mau pesan maxim tidak bisa masuk ke apk ""sumber mengalami kerusakan, untuk melanjutkan pekerjaan ,anda perlu memasang ulang apk"" Pdhl saya sudah update dan uninstall beberapa kali tetap tdk bisa, Smoga segera di perbaru i min, terims",1,Negatif
"Aplikasi tidak dapat digunakan sebagaimana mestinya, setelah di instal berulang kali tetap yang muncul "" Sumber mengalami kerusakan..."" mohon solusinya.",1,Negatif
Maxim menurun performanya.... Padahal sudah saya andalkan harian utk kirim kirim barang krn harganya bagus... Masuk akal.... Tapi aplikasi susah dipakai.... Pada jam jam tertentu.... Bahkan klo instal baru aplikasi bermasalah... Tdk bisa dibuka. .sampai sekarang blm bisa dipakai,1,Negatif
"Kenapa dengan aplikasi ini, selalu saja kalimat ini yang muncul ""sumber mengalami kerusakan silahkan hapus apk dan instal apk kembali"". Sudah di hapus apk nya pun masih tetap sama, padahal aku sudah langganan menggunakan apk maxim ini, sudah setiap hari aku memesannya. Tolong diperbaiki, apk ini sangat membantu dulunya tapi sekarang kenapa begini",1,Negatif
"Makin hari makin jelek aplikasi nya, sekarang ongkirnya sudah tidak muncul hanya garis datar. Habis di update tpi makin gak bagus aplikasi nya, gak bisa di disambung kan dari shareloc ke apk nya, nyusahin penjual yang mau ngirim barang",1,Negatif
"Tolong buat pihak Maxim buatkan SOP agar para driver tidak bisa menghubungi penumpang secara pribadi diluar orderan, saya sangat risih dengan driver yg selalu mengirim pesan dan menyimpan no saya padahal pesanan saya sudah selesai. Tolong no hp itu privasi, membuat risih dan sangat tidak nyaman !",2,Negatif
"Tolong perbaiki jelas2 saya menulis lokasi penjemputan dimana dan tujuan dimana saat pesan malah jadi kebalik , tolong diperbaiki dengan saksama kasian driver",3,
Tidak dapat membuka aplikasi ini sejak tgl 25/04/23 kkemaarin Selalu muncul sumber mengalami kerusakan...bagaimana ini dong,1,Negatif
"Tdk bs dipk pdhl udh bbrp kali di instal ga bs di buka, pdhl ak udh lama jd costumer maxim dr pertama ada ga bs pindah ke yg lain, maps nya lbh ditingkatkan lg trmksh.",5,Positif
"Aplikasi tidak bisa dipakai, selalu muncul apliaksi mengalami kerusakan dan harus menginstal ulang dan harus ke goggle play, sudah dicoba tp tetap tidak bisa digunakan",5,Positif
"Ini gmna, saat butuh mau instal kok tulisannya 'server mengalami kerusakan' terua berkali kali, sudah uninstall sampek matikan hp 4x tetep notice nya gitu.. Payah euy",1,Negatif
"Knpa udah hmpir dua minggu aplikasi ini tidak bisa d gunakan..... Trus ga bisa d buka aplikasi ny,,,,, 😩😩😩",3,
untuk perjalanan kali ini sopirnya cukup ramah dan bawa kendaraannya nyaman. Pernah juga dapat sopir yg bete dan ngebut 😱,4,Positif
"Pertama"" enak"" aja pake maxim ko skrng mau nentuin penjemputan udh di klik alamat nya ga mau masuk, malah stay di maps ga jls bgt sumpah udh di log out trs login lagi ttp begitu ksel",2,Negatif
"murah, dan cepet juga nyampe nya TAPI, susah banget cari kendaraan mobil, selalu di tolak kalo ga di tolak pencaharian nya lama banget, ujung ujung nya gabisa pake mobil maxim, padahal untuk harga itu sangat ramah di kantong, tapi tidak dengan kendaraan mobil",3,
"Bintang sy kurangi. Sy gag bs pakai aplikasi stlh diupgrade, setiap diklik selalu muncul kalimat ""sumber mengalami kerusakan, utk melanjutkan anda perlu memasang ulang aplikasi"" pdhl udh install&uninstall berulang kali. Mohon segera diperbaiki krna sbnernya aplikasi ini cukup membantu. Trims",1,Negatif
Saya sdh punya aplikasinya malah sudah gold Hanya karna kemarin saya dapat driver yg tdk berkenan jd saya komplain. Trus skrg saya ga bisa buka aplikasinya Saya Download ulang pun tidak bisa juga. Boke tau kenapa?,2,Negatif
"Sedih sekali... sekarang ga bisa pake Maxim. Sudah di-update terus, tetep aplikasi korup... uninstall tetep aja ga bisa 😢",1,Negatif
"Kenapa ya aplikasi mexsim saya tidak bisa di gunakan,selalu timbul Tulisan sumber mengalami kerusakan, untuk melanjutkan pekerjaan, anda perlu memasang ulang aplikasi ke geoogle play ini benar benar sangat menganggu dan sama sekali aplikasi mexsim saya tidak bisa di gunakan kenapa yaaa",1,Negatif
"Aplikasi tidak bisa digunakan lagi, Sudah aku coba untuk menghapus aplikasi ini terus aku install lagi tapi tetap tidak bisa dibuka, Sayang sekali... Terpaksa pakai ojol yang lain",5,Positif
Saya tidak bisa memakai aplikasi.Setiap membuka aplikasi selalu muncul tulisan aplikasi mengalami kerusakan dsbnya... dan ketika di instal ulang selaku gagal.,1,Negatif
Hallo admin Saya ingin memberi keluhan terhadap apk anda Keluhan saya saat titik penjemputan pasti selalu berlebih bahkan sebalik nya titik antar juga gak sesuai titik Mohon partisipasi nya dalam penentuan titik maps nya Itu saja keluhan saya Terima kasih atas partisipasinya.,3,
"untuk ongkir nya bnr bnr bgus bgt harga nya , tapi kita kesulitan nyari alamat nya , tolong di tingkat kan ya . karna di kantor sering bgt ngirim barang pakai ojol , jadi agar lebih mudah menemukan alamat customer , terimkasih maxim. bintang 4 dulu ya smoga ada kemajua",4,Positif
"Bagus,, tp kdg error'. Masa saya sudah sampai tujuan.. eh terpesan ulang, dr alamat yg SM ke tujuan yg sama.",3,
Tolong min admin. Di perbaiki aplikasinya ini masak di kota aja drivernya jarang ada yg mau angkut penumpang. Padahal jaraknya dekat. Hadehhh.. dasarr MAXIM,1,Negatif
"Pelayanan car nya jelek banget, saya pesen car selalu ga ada yg mau ambil. Maps nya masih minim bgt ga lengkap😭",1,Negatif
"Ini apk Maxim lagi kenapa ya.. dah lama ga bisa dibuka ,selalu ada instruksi install ulang, padahal dah berkali kali di insul",4,Positif
"Kenapa ya saya pake maxim harga tertera di apk sama drivernya berbeda, kan jadi nambah lagi, tolong langsung totalin aja dari awal, biaya perjalanan tidak terterah di apk saya, tapi di driver kelihatan. Thx",3,
"makin tdk jelas, saya pesan itu mau yg betul"" cari orderan bkn kasi d driver yg hanya pilih"" orderan, berkali"" buat orderan baru salalu kasi driver yg sama yg tdk mau ambil orderan, kasian yg mau orderan tapi tdk d kasi, maxim masi banyak kekurangan",1,Negatif
Kenapa setelah sy instal maxim ga bisa buka apa masalahnya sdh berulang kali di instal tidak bisa di buka juga mohon di tanggapi ok.... !,1,Negatif
pelayanan kurang baik( helem tidak di tawarkan dan di berikan ke penumpang untuk menggunakannya .dan titik lokasi penjemputannya kurang tepat sesuai maps ),3,
Bintang saya kurangi karena sekarang saya tdk bsa pakai aplikasi nya.. Slalu ada tulisan sistem mengalami kerusakan coba instal ulang.... Sudah coba d instal ulang tp tetep aja ga bsa d buka krna muncul lg tulisan sprti tadi.. Ughhh aneh...,1,Negatif
"sudah lebih dari satu minggu aplikasi maxim ga bisa dibuka di hp saya, selalu tertulis terjadi kerusakan, silahkan instal ulang aplikasinya, sudah bolak balik saya reinstall tp ga bisa jg, padahal saya pelanggan maxim...",1,Negatif
Saya betu betul kecewa sama maxim mau mesan Food&goods nya kaya taik selalu mencari pengemudi di batal kangak bisa udah berapa lama saya nunggu gak dapat juga deliver nya.,1,Negatif
"penjemputan cepat, perjalanan aman, tarif ekonomis, driver ramah . .",5,Positif
"Setiap kalo buka, selalu muncul "" sumber mengalami kerusakan.disuruh buka lewat google play tapi tetap tidak bisa dibuka.please helpp",1,Negatif
"Knp ya saya update ini tiba2 ada kata mohon uninstal dan coba instal lagi, udh kok ku coba berkali kali tetap ga bisa",1,Negatif
"Harga nya memang murah, tapi utk driver sangat lama dan titik lokasi maps masih agak susah karna pilihannya sedikit.",2,Negatif
"Sistem rusak mulu, udh di uninstal terus di download berkali"", tetep sama aja.. Bingung da",1,Negatif
"Tolong tuk pihak maxim apa tidak ada solusi?? Maxim sya gk bsa dpake tiap dibuka psti sllu muncul tlisan ""sumber mengalami kerusakan"". Tolong solusinya! Sya udah bbrpa kali smpa'n kluhan sprti ini stdak'a britahu pnyebab'a... klau memang HP sya tdk mendukung pke maxim tdk apa""...",1,Negatif
"Kasih bintang 2 dlu aja lah, performan lelet banget pencarian drivernya sampai ngantuk, sekali dapat trus di cancel dari drivernya. Nunggu lagi",2,Negatif
"Masih belum semaksimal aplikasi lain. blm disiplin. pakai tarif yg ditetapkan emang murah lebih murah dr aplikasi lajn, tp ga ada driver yg mau ambil. harus naikin tarif sendiri. sama aja nanti jatuhnya. harusnya driver ga boleh nolak orderan seperti aplikasi lain.",1,Negatif
"Sama saya juga tidak bisa memakai aplikasinya. Waktu saya coba buka aplikasinya ,muncul sumber mengalami kerusakan, dsuruh memasang ulang aplikasi. Tapi saya sudah instal berulang kali tetap tidak bisa. Ini bgmna. Pdhal awalnya saya sudah langganan memakai Maxim. Awalnya baik"" sja tidak ada gangguan. Kenapa kok sekarang tidak bisa buka aplikasinya.",3,
"Nama jalan belum lengkap, cuma dikota besar yg ada nama jalannya. Kali masih di kabupaten sering ""alamat tidak tertulis"" padahal d google map udah kebaca. Mohon tingkatkan lagi!!!",3,
"Saya tidak bisa memakai aplikasi ini Setiap dibuka,sumber mengalami kerusakan terus,gimana dong pihak maxim,ini udah hampir sebulan lo",1,Negatif
Murah .... Yg pasti aku suka dan nyaman dan cepat kalau pesan dari pada ojol yg lain mahal ini bnr bnr membatu rakyat kecil Mantap dan mantap saya suka aplikasi ini,5,Positif
"Sebetulnya banyak kekurangan seperti dimana bisa isi Ewallet dan arah tempat antar jemput, tetapi harganya paling murah dibanding yang lain",4,Positif
Ini maxim gangguan atau kyk gimana ya kok susah di buka nanti kek ada tulisan gitu kalo membuka aplikasi nya,1,Negatif
"servicenya bagus banget sih. mulai dari penyediaan permen, ditawarin request lagu, ada kotak p3k gitu, tisu basah kering ada, nyetirnya gak ugal2an, dan orangnya ramah. makasih ya pak sudah mengantar kami, semoga berkah selalu yaa pak 🙏",5,Positif
"Kesan pertama order bike, bagus bener. Baru setelahnya mau order Car, susahnya minta ampun. Padahal di map banyak banget car driver yg muncul tapi statusnya Masih Mencarikan Driver mulu. Gak habis fikir saya.",1,Negatif
Aneh....masa saya order makanan tidak bisa dibatalkan....saya batalkan karena lama mencari pengemudinya...namun alasan pembatalan hanya satu...karena ingin mengubah order....haduh...kacau....JELEK KALI,1,Negatif
"Maxim memang murah, tapi nyari alamat tujuan susah ga pernah ada dipetanya. Selalu ngaco n mapsnya pun ga jelas nama2 jalan. Tdk seperti gojek ataupun grab",5,Positif
"Tidak bisa di batalkan pesanan yang salah, titik penjemputan/lokasi tujuan tidak sesuai titik mohon di perbaiki lagi developernya!",1,Negatif
"Saya mengalami hal yang sama,saat bukak aplikasi slalu muncul kerusakan aplikasi,tlong pihak Maxim di respon cpat",1,Negatif
Udah beberapa kali punya pengalaman ga enak sama apk transport ini. Nyoba buat pake lagi ternyata sama aja drivernya ga jujur udah datangnya lama terus dibikin seakan belum diperjalanan jadinya masuknya waktu tunggu berbayar. Saya yang nungguin lama saya yang bayar lebih. Semoga berkah yah mas 😊 Auto uninstal lagi. Tarif murah iya tapi kalo drivernya kek gitu mending dihapus!,1,Negatif
"sebenernya bagus keseluruhan, dari harga, dll.. Tapi saya sangat tidak suka sekali dengan konsep dimana ketika pembeli cancel karena suatu halangan, driver bisa chat kembali. Apalagi dengan kata kata kasar. Saya mohon sistem itu dapat di ubah.",2,Negatif
"gapernah ada yg nyaut driver nya padahal udh pake pembiayaan tambahan , sinyal nya juga pada deket gimana dahh. murah si murah tp ga gini jugaa",1,Negatif
"Bintang saya kurang, aplikasi tidak dapat digunakan, sumber mengalami kerusakan, entah apa maksudnya. Saya sudah instal dan unistal berkali-kali.",1,Negatif
"nyoba beberapa kali selalu g dapat pengemudi, beda jauh sama sebelah, padahal ada beberapa driver di lokasi tersebut",1,Negatif
Sekarang driver selalu tidak mau mengambil order dari user jika budget kecil yang ditentukan oleh System'. Padahal kami sangat membutuhkan perjalanan dan mereka enggan menerima jika orderan dengan nilai kecil. Padahal nilai kecil dari system' dan bukan dari pihak User. Tolong di tindak Driver nakal seperti itu.,2,Negatif
"Kenapa setelah update terbaru malah tidak bisa dibuka, muncul pesan ""resources corrupted please reinstall the app to be able to use it"" sdh coba uninstall, reboot, install lagi dan lagi, msh tidak bisa dibuka jg. Tolong dong solusi nya.",4,Positif
"Utk sejauh ini,,pelayanan lumayan bagus dan baik,cuma kdng ada nemuin driver yg suka ngebut,,tp itu g mengurangi sih ,bintangnya ttp saya kasih 5 lah 😃😀",5,Positif
"Knp yaa ini driver nya emng masih dikit atau gimana , saya dua kali kaya gini mulu Dpt driver yg jauh bngt dari titik penjemputan . Kan fungsi naik ojol biar efisen waktu. Klo ini jadi buang buang waktu !!",1,Negatif
"Beberapa hari ini agak kecewa sama driver Maxim. 18/04/23, saya sampai pesan 4 kali, driver ke1 ga ada info padahal saya nunggu 10 menitan, driver ke2 berangkat ke lokasi saya tapi pas pertengahan itu malah belok dan berhenti lama. Driver ke3 di aplikasi, posisi driver masih diposisi awal sebelum penjemputan, tapi dinotifikasi sudah berada ditempat penjemputan dan masuk waktu tunggu, saya cari ga ada, saya tanya posisi ga ada balasan daripada saya bayar, ya saya batalin. Untung driver ke-4 aman.",3,
"Apk gak jelas, saat dibuka malah tertulis sumber mengalami kerusakan, disuruh instal ulang, di install ulang masih juga sama, Ampas",2,Negatif
Sangat susah mencari driver.. Map terlihat bnyak driver tapi pas mau order lama dapat driver ny 15 sampai 30 menit baru dapat driver.. Jujur sangat kecewa dengan maxim,1,Negatif
"Kemarin mau pakai go ride aplikasi nya nge un instal, setiap download aplikasi nya selalu muncul kalimat ""Sumber mengalami kerusakan""",1,Negatif
"Saya pesan maxim pembayaran Pake maxim kaspro di aplikasinya,, pas sudah sampe saya tanya drivernya,, pak udah ya pembayaran Pake kaspro. Drivernya malah jawab tunai mba soalnya kaspro nya gak saya update2, soalnya suka rugi kalo gak ada penumpang. Saya kasihlah uang tunai tanpa ngecek aplikasi dulu. Eh pas saya cek aplikasi kaspro saya tetep berkurang saldonya. Ini knapa sih,, gimana cara ngembaliin saldo kaspro nya? Rasanya percuma nyoba ngisi kaspro tapi gak berlaku sma drivernya. 😌🥲",3,
"Aplikasi yang aneh, drivernya banyak disekitar tapi proses pencarian terus.. Nunggu 35 menit gak ada hasil jd terlambat! Klo error trs bgni mending tutup saja perusahaanya",1,Negatif
"Ini kok gak bisa di buka ya? Setiap di buka selalu ""sumber mengalami kerusakan, untuk melanjutkan pekerjaan, anda perlu memasang ulang aplikasi"" gimana ya, padahal udah sering di install ulang",1,Negatif
"Kecewa dgn fitur tawarannya, bukannya penawaran harga kurang utk pelanggan, malahan penawaran menaikkan harga utk drivernya, tentu diwaktu2 konsumen butuh, si driver tdk mau menerima orderan jika penawarannya kurang, akhirnya konsumen dirugikan. Selain itu, maps yg digunakan gak sama dgn maps pd google maps, sehingga menyusahkan konsumen mencari alamat berdasarkan maps karena belum terbiasa dgn mapsnya maxim",1,Negatif
"Sumber mengalami kerusakan,untuk melanjutkan pekerjaan,anda perlu pemasang ulang aplikasi .....sudah download instal uninstal bongkar pasang berulang tetap sama,tak jelas aplikasi kalian.....😏",1,Negatif
